0000000150,scans,0000000052,DataLength
"header",0000000032,"lines"
"Date",11/05/2016,"Time",12:57:07 PM
"ID","HAL 7 IDP LOW ENERGY #13740","Version",3
"Scans",1
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","+ion SIMS","SEM","mass",1.00,30.00,1.00,100.000,100.000%,1.000000,1.000000,
"Environment",
"Global","+ion SIMS"
"1st-dynode",-2500,"V"
"CRV_range",7,"c/s"
"CRV_resolution",6,"bits"
"F1",0,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",0.0,"V"
"delta-m",0,"%"
"discriminator",-10,"%"
"electron-energy",70.0,"V"
"emission",20.000,"uA"
"energy",0.35,"V"
"extractor",2,"V"
"focus",-117,"V"
"gate_delay",0.1,"uS"
"gate_width",0.0,"uS"
"gating",0,"( 1 = on, 0 = off )"
"gating_invert",0,"( 0 = normal, 1 = invert)"
"lens",-99,"V"
"mass",1.00,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1800,"V"
"resolution",0,"%"
"suppressor",-200,"V"
"Data",1
"Cycle","Time","ms","mass amu","SEM c/s"
0000000001,00:00:00,0000000001,    1.00,     26570
0000000001,00:00:00,0000000001,    2.00,    187490
0000000001,00:00:00,0000000001,    3.00,     41290
0000000001,00:00:00,0000000001,    4.00,        50
0000000001,00:00:00,0000000001,    5.00,        10
0000000001,00:00:00,0000000001,    6.00,        30
0000000001,00:00:00,0000000001,    7.00,       120
0000000001,00:00:00,0000000001,    8.00,        60
0000000001,00:00:00,0000000001,    9.00,        60
0000000001,00:00:00,0000000001,   10.00,        30
0000000001,00:00:00,0000000001,   11.00,        60
0000000001,00:00:00,0000000001,   12.00,       170
0000000001,00:00:00,0000000001,   13.00,      2630
0000000001,00:00:00,0000000001,   14.00,     53270
0000000001,00:00:00,0000000001,   15.00,      8390
0000000001,00:00:00,0000000001,   16.00,     41100
0000000001,00:00:00,0000000001,   17.00,    185650
0000000001,00:00:00,0000000001,   18.00,     30250
0000000001,00:00:00,0000000001,   19.00,      3150
0000000001,00:00:00,0000000001,   20.00,        50
0000000001,00:00:00,0000000001,   21.00,        80
0000000001,00:00:00,0000000001,   22.00,        40
0000000001,00:00:00,0000000001,   23.00,        20
0000000001,00:00:00,0000000001,   24.00,        50
0000000001,00:00:00,0000000001,   25.00,       140
0000000001,00:00:00,0000000001,   26.00,      1160
0000000001,00:00:00,0000000001,   27.00,     42470
0000000001,00:00:00,0000000001,   28.00,   2038820
0000000001,00:00:00,0000000001,   29.00,   1034470
0000000001,00:00:00,0000000001,   30.00,     12710
0000000002,00:00:03,0000003434,    1.00,     28560
0000000002,00:00:03,0000003434,    2.00,    179100
0000000002,00:00:03,0000003434,    3.00,     43150
0000000002,00:00:03,0000003434,    4.00,        80
0000000002,00:00:03,0000003434,    5.00,        30
0000000002,00:00:03,0000003434,    6.00,        60
0000000002,00:00:03,0000003434,    7.00,        70
0000000002,00:00:03,0000003434,    8.00,        40
0000000002,00:00:03,0000003434,    9.00,        30
0000000002,00:00:03,0000003434,   10.00,        30
0000000002,00:00:03,0000003434,   11.00,        60
0000000002,00:00:03,0000003434,   12.00,       160
0000000002,00:00:03,0000003434,   13.00,      1990
0000000002,00:00:03,0000003434,   14.00,     54500
0000000002,00:00:03,0000003434,   15.00,      8800
0000000002,00:00:03,0000003434,   16.00,     38870
0000000002,00:00:03,0000003434,   17.00,    181080
0000000002,00:00:03,0000003434,   18.00,     30760
0000000002,00:00:03,0000003434,   19.00,      3090
0000000002,00:00:03,0000003434,   20.00,        80
0000000002,00:00:03,0000003434,   21.00,        70
0000000002,00:00:03,0000003434,   22.00,        40
0000000002,00:00:03,0000003434,   23.00,        50
0000000002,00:00:03,0000003434,   24.00,        10
0000000002,00:00:03,0000003434,   25.00,       130
0000000002,00:00:03,0000003434,   26.00,      1160
0000000002,00:00:03,0000003434,   27.00,     43460
0000000002,00:00:03,0000003434,   28.00,   2057980
0000000002,00:00:03,0000003434,   29.00,   1040660
0000000002,00:00:03,0000003434,   30.00,     13800
0000000003,00:00:06,0000006867,    1.00,     27340
0000000003,00:00:06,0000006867,    2.00,    183150
0000000003,00:00:06,0000006867,    3.00,     42450
0000000003,00:00:06,0000006867,    4.00,        20
0000000003,00:00:06,0000006867,    5.00,        10
0000000003,00:00:06,0000006867,    6.00,        30
0000000003,00:00:06,0000006867,    7.00,        40
0000000003,00:00:06,0000006867,    8.00,        20
0000000003,00:00:06,0000006867,    9.00,        60
0000000003,00:00:06,0000006867,   10.00,        60
0000000003,00:00:06,0000006867,   11.00,        50
0000000003,00:00:06,0000006867,   12.00,       140
0000000003,00:00:06,0000006867,   13.00,      3060
0000000003,00:00:06,0000006867,   14.00,     53660
0000000003,00:00:06,0000006867,   15.00,      8540
0000000003,00:00:06,0000006867,   16.00,     43890
0000000003,00:00:06,0000006867,   17.00,    170600
0000000003,00:00:06,0000006867,   18.00,     32380
0000000003,00:00:06,0000006867,   19.00,      3060
0000000003,00:00:06,0000006867,   20.00,       110
0000000003,00:00:06,0000006867,   21.00,        50
0000000003,00:00:06,0000006867,   22.00,        50
0000000003,00:00:06,0000006867,   23.00,        50
0000000003,00:00:06,0000006867,   24.00,        70
0000000003,00:00:06,0000006867,   25.00,       110
0000000003,00:00:06,0000006867,   26.00,      1120
0000000003,00:00:06,0000006867,   27.00,     41720
0000000003,00:00:06,0000006867,   28.00,   2130890
0000000003,00:00:06,0000006867,   29.00,   1054080
0000000003,00:00:06,0000006867,   30.00,     13300
0000000004,00:00:10,0000010300,    1.00,     29170
0000000004,00:00:10,0000010300,    2.00,    161670
0000000004,00:00:10,0000010300,    3.00,     45610
0000000004,00:00:10,0000010300,    4.00,        30
0000000004,00:00:10,0000010300,    5.00,        40
0000000004,00:00:10,0000010300,    6.00,        50
0000000004,00:00:10,0000010300,    7.00,        60
0000000004,00:00:10,0000010300,    8.00,        50
0000000004,00:00:10,0000010300,    9.00,        90
0000000004,00:00:10,0000010300,   10.00,        90
0000000004,00:00:10,0000010300,   11.00,        20
0000000004,00:00:10,0000010300,   12.00,       140
0000000004,00:00:10,0000010300,   13.00,      2420
0000000004,00:00:10,0000010300,   14.00,     54230
0000000004,00:00:10,0000010300,   15.00,      8710
0000000004,00:00:10,0000010300,   16.00,     43460
0000000004,00:00:10,0000010300,   17.00,    167510
0000000004,00:00:10,0000010300,   18.00,     32250
0000000004,00:00:10,0000010300,   19.00,      2610
0000000004,00:00:10,0000010300,   20.00,        70
0000000004,00:00:10,0000010300,   21.00,        40
0000000004,00:00:10,0000010300,   22.00,        50
0000000004,00:00:10,0000010300,   23.00,        10
0000000004,00:00:10,0000010300,   24.00,        20
0000000004,00:00:10,0000010300,   25.00,       160
0000000004,00:00:10,0000010300,   26.00,      1370
0000000004,00:00:10,0000010300,   27.00,     43280
0000000004,00:00:10,0000010300,   28.00,   2099810
0000000004,00:00:10,0000010300,   29.00,   1074740
0000000004,00:00:10,0000010300,   30.00,     13450
0000000005,00:00:13,0000013733,    1.00,     28370
0000000005,00:00:13,0000013733,    2.00,    171340
0000000005,00:00:13,0000013733,    3.00,     42700
0000000005,00:00:13,0000013733,    4.00,        70
0000000005,00:00:13,0000013733,    5.00,        20
0000000005,00:00:13,0000013733,    6.00,        30
0000000005,00:00:13,0000013733,    7.00,        20
0000000005,00:00:13,0000013733,    8.00,        20
0000000005,00:00:13,0000013733,    9.00,        50
0000000005,00:00:13,0000013733,   10.00,        50
0000000005,00:00:13,0000013733,   11.00,        50
0000000005,00:00:13,0000013733,   12.00,       180
0000000005,00:00:13,0000013733,   13.00,      2310
0000000005,00:00:13,0000013733,   14.00,     54680
0000000005,00:00:13,0000013733,   15.00,      8660
0000000005,00:00:13,0000013733,   16.00,     41550
0000000005,00:00:13,0000013733,   17.00,    175820
0000000005,00:00:13,0000013733,   18.00,     30990
0000000005,00:00:13,0000013733,   19.00,      3260
0000000005,00:00:13,0000013733,   20.00,        70
0000000005,00:00:13,0000013733,   21.00,        40
0000000005,00:00:13,0000013733,   22.00,        50
0000000005,00:00:13,0000013733,   23.00,        70
0000000005,00:00:13,0000013733,   24.00,        70
0000000005,00:00:13,0000013733,   25.00,       150
0000000005,00:00:13,0000013733,   26.00,      1210
0000000005,00:00:13,0000013733,   27.00,     40390
0000000005,00:00:13,0000013733,   28.00,   2175460
0000000005,00:00:13,0000013733,   29.00,   1064080
0000000005,00:00:13,0000013733,   30.00,     13960
